MODEL,SCENARIO,CLIMATE_METRIC,CLIMATE_VALUE,CLIMATE,BUDGET_2100,BUDGET_2050,OVERSHOOT,NEGATIVE_EMISSION,POLICY,TECHNOLOGY,BASELINE,Baseline Scenario
REMIND 1.5,AMPERE3-450P-EU,Forcing (MAGICC6),3.4346834368578,Category 2,Category 3,N/A,O2,N1,P4,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-550,Forcing (MAGICC6),3.892284762635,Category 3,Category 4,Category 4 - 6,O1,N1,P1,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-550P-EU,Forcing (MAGICC6),4.1565113691348,Category 4,Category 4,N/A,O1,N1,P4,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-Base-EU,Forcing (MAGICC6),7.3573992279521,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-Base-EUback,Forcing (MAGICC6),7.3296123867347,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-CF450,Forcing (MAGICC6),3.096248327335,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-CF450P-EU,Forcing (MAGICC6),3.5034063514315,Category 3,Category 3,N/A,O2,N1,P4,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-CF550,Forcing (MAGICC6),3.8903102011077,Category 3,Category 4,Category 4 - 6,O1,N1,P1,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-RefP-CE,Forcing (MAGICC6),6.1420604403034,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-RefP-CEback,Forcing (MAGICC6),6.3595908660135,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-RefP-EU,Forcing (MAGICC6),6.3885703060907,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-RefP-EUback,Forcing (MAGICC6),6.421440331213,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
REMIND 1.5,AMPERE3-RefPol,Forcing (MAGICC6),6.4261414425696,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
REMIND 1.5,EMF27-450-Conv,Forcing (MAGICC6),2.6850066384298,Category 1,Category 1,Category 1,O1,N1,P1,T2,EMF27-Base-Conv,Policy
REMIND 1.5,EMF27-450-EERE,Forcing (MAGICC6),2.6951935513727,Category 1,Category 1,Category 1,O1,N1,P1,T3,EMF27-Base-EERE,Policy
REMIND 1.5,EMF27-450-FullTech,Forcing (MAGICC6),2.6886781264223,Category 1,Category 1,Category 1 - 2,O2,N1,P1,T0,EMF27-Base-FullTech,Policy
REMIND 1.5,EMF27-450-LimBio,Forcing (MAGICC6),2.6899486467392,Category 1,Category 1,Category 1,O1,N1,P1,T2,EMF27-Base-LimBio,Policy
REMIND 1.5,EMF27-450-LimSW,Forcing (MAGICC6),2.6677608627971,Category 1,Category 1,Category 1 - 2,O2,N1,P1,T2,EMF27-Base-LimSW,Policy
REMIND 1.5,EMF27-450-LowEI,Forcing (MAGICC6),2.6938009254795,Category 1,Category 1,Category 1 - 2,O2,N1,P1,T0,EMF27-Base-LowEI,Policy
REMIND 1.5,EMF27-450-NoCCS,Forcing (MAGICC6),2.6954134482096,Category 1,Category 1,Category 1,O1,N1,P1,T3,EMF27-Base-FullTech,Policy
REMIND 1.5,EMF27-450-NucOff,Forcing (MAGICC6),2.6872251660507,Category 1,Category 1,Category 1 - 2,O2,N1,P1,T2,EMF27-Base-NucOff,Policy
REMIND 1.5,EMF27-550-Conv,Forcing (MAGICC6),3.4297832127194,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,EMF27-Base-Conv,Policy
REMIND 1.5,EMF27-550-EERE,Forcing (MAGICC6),3.5171406997168,Category 3,Category 3,Category 3 - 4,O1,N1,P1,T3,EMF27-Base-EERE,Policy
REMIND 1.5,EMF27-550-FullTech,Forcing (MAGICC6),3.5187146279271,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T0,EMF27-Base-FullTech,Policy
REMIND 1.5,EMF27-550-LimBio,Forcing (MAGICC6),3.4489710303652,Category 2,Category 3,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-LimBio,Policy
REMIND 1.5,EMF27-550-LimSW,Forcing (MAGICC6),3.5094712439836,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-LimSW,Policy
REMIND 1.5,EMF27-550-LimTech,Forcing (MAGICC6),3.4790439827017,Category 3,Category 3,Category 2,O1,N1,P1,T3,EMF27-Base-LimTech,Policy
REMIND 1.5,EMF27-550-LowEI,Forcing (MAGICC6),3.5188844489029,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T0,EMF27-Base-LowEI,Policy
REMIND 1.5,EMF27-550-NoCCS,Forcing (MAGICC6),3.5024450862917,Category 3,Category 3,Category 3 - 4,O1,N1,P1,T3,EMF27-Base-FullTech,Policy
REMIND 1.5,EMF27-550-NucOff,Forcing (MAGICC6),3.5140133213805,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-NucOff,Policy
REMIND 1.5,EMF27-FP-FullTech,Forcing (MAGICC6),5.9365781067307,Category 6,Category 6,Category 6,O1,N1,P6,T0,EMF27-Base-FullTech,Policy
REMIND 1.5,EMF27-G8-FullTech,Forcing (MAGICC6),3.9512939308288,Category 4,Category 3,N/A,O1,N1,P7,T0,EMF27-Base-FullTech,Policy
REMIND 1.5,LIMITS-450,Forcing (MAGICC6),2.6756896034398,Category 1,Category 1,Category 1 - 2,O2,N1,P1,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-500,Forcing (MAGICC6),3.0841294312965,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-RefPol,Forcing (MAGICC6),6.3704716929898,Category 6,Category 6,Category 6,O1,N1,P6,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-RefPol-450,Forcing (MAGICC6),2.6802323460203,Category 1,Category 1,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-RefPol-450-EE,Forcing (MAGICC6),2.6802681564671,Category 1,Category 1,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-RefPol-450-PC,Forcing (MAGICC6),2.6823478279812,Category 1,Category 1,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-RefPol-500,Forcing (MAGICC6),3.0873077681142,Category 2,Category 2,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-RefPol2030-500,Forcing (MAGICC6),3.0977198923169,Category 2,Category 2,N/A,O2,N1,P3,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-StrPol,Forcing (MAGICC6),5.465737188981,Category 6,Category 6,Category 6,O1,N1,P6,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-StrPol-450,Forcing (MAGICC6),2.6808278465951,Category 1,Category 1,Category 1 - 2,O2,N1,P2,T0,LIMITS-Base,Policy
REMIND 1.5,LIMITS-StrPol-500,Forcing (MAGICC6),3.0832923546521,Category 2,Category 2,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
SGM_EMF22,EMF22 3.7 NTE,Forcing Kyoto Gases (MAGICC6),4.0093573166406,Category 3,Category 3,Category 2,O1,N1,P1,T1,EMF22 Reference,Policy
SGM_EMF22,EMF22 3.7 NTE w Delay,Forcing Kyoto Gases (MAGICC6),3.9658842608733,Category 3,Category 3,N/A,O1,N1,P5,T1,EMF22 Reference,Policy
SGM_EMF22,EMF22 3.7 OS,Forcing Kyoto Gases (MAGICC6),3.9957709792516,Category 3,Category 3,Category 2,O1,N1,P1,T1,EMF22 Reference,Policy
SGM_EMF22,EMF22 3.7 OS w Delay,Forcing Kyoto Gases (MAGICC6),3.9571127412733,Category 3,Category 3,N/A,O1,N1,P5,T1,EMF22 Reference,Policy
SGM_EMF22,EMF22 4.5 NTE,Forcing Kyoto Gases (MAGICC6),4.7773217314228,Category 5,Category 5,Category 3 - 4,O1,N1,P1,T1,EMF22 Reference,Policy
SGM_EMF22,EMF22 4.5 NTE w Delay,Forcing Kyoto Gases (MAGICC6),4.8065053681422,Category 5,Category 5,N/A,O1,N1,P5,T1,EMF22 Reference,Policy
TIAM-ECN,LIMITS-450,Forcing Kyoto Gases (MAGICC6),2.839410438122,Category 1,Category 2,Category 2 - 4,O2,N1,P1,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-500,Forcing Kyoto Gases (MAGICC6),3.3219208655427,Category 2,Category 3,Category 3 - 5,O2,N1,P1,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-RefPol,Forcing Kyoto Gases (MAGICC6),5.5103672631076,Category 6,Category 6,Category 6,O1,N1,P6,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-RefPol-450,Forcing Kyoto Gases (MAGICC6),2.8411110806897,Category 1,Category 2,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-RefPol-450-EE,Forcing Kyoto Gases (MAGICC6),2.841395971782,Category 1,Category 2,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-RefPol-450-PC,Forcing Kyoto Gases (MAGICC6),2.8411922011257,Category 1,Category 2,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-RefPol-500,Forcing Kyoto Gases (MAGICC6),3.3203342643913,Category 2,Category 3,Category 3 - 5,O2,N1,P2,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-RefPol2030-500,Forcing Kyoto Gases (MAGICC6),3.3294972543761,Category 2,Category 3,N/A,O2,N1,P3,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-StrPol,Forcing Kyoto Gases (MAGICC6),4.6750450435231,Category 4,Category 5,Category 4 - 6,O1,N1,P6,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-StrPol-450,Forcing Kyoto Gases (MAGICC6),2.8361468776998,Category 1,Category 2,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
TIAM-ECN,LIMITS-StrPol-500,Forcing Kyoto Gases (MAGICC6),3.3083186967682,Category 2,Category 3,Category 2 - 4,O2,N1,P2,T0,LIMITS-Base,Policy
TIAM-WORLD 2012.2,EMF27-450-Conv,Forcing Kyoto Gases (MAGICC6),3.139101975596,Category 2,Category 1,Category 1,O1,N1,P1,T2,EMF27-Base-Conv,Policy
TIAM-WORLD 2012.2,EMF27-450-EERE,Forcing Kyoto Gases (MAGICC6),3.1292319439795,Category 2,Category 2,Category 2,O1,N1,P1,T3,EMF27-Base-EERE,Policy
TIAM-WORLD 2012.2,EMF27-450-FullTech,Forcing Kyoto Gases (MAGICC6),3.1421012147961,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,EMF27-Base-FullTech,Policy
TIAM-WORLD 2012.2,EMF27-450-LimBio,Forcing Kyoto Gases (MAGICC6),3.1346084458975,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,EMF27-Base-LimBio,Policy
TIAM-WORLD 2012.2,EMF27-450-LimSW,Forcing Kyoto Gases (MAGICC6),3.1460882740773,Category 2,Category 1,Category 1 - 2,O1,N1,P1,T2,EMF27-Base-LimSW,Policy
TIAM-WORLD 2012.2,EMF27-450-LowEI,Forcing Kyoto Gases (MAGICC6),3.1405194615544,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,EMF27-Base-LowEI,Policy
TIAM-WORLD 2012.2,EMF27-450-NoCCS,Forcing Kyoto Gases (MAGICC6),3.1288503461894,Category 2,Category 2,Category 2,O1,N1,P1,T3,EMF27-Base-FullTech,Policy
TIAM-WORLD 2012.2,EMF27-450-NucOff,Forcing Kyoto Gases (MAGICC6),3.1416156673587,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,EMF27-Base-NucOff,Policy
TIAM-WORLD 2012.2,EMF27-550-Conv,Forcing Kyoto Gases (MAGICC6),4.0056515080267,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-Conv,Policy
TIAM-WORLD 2012.2,EMF27-550-EERE,Forcing Kyoto Gases (MAGICC6),4.0008587816845,Category 3,Category 3,Category 3 - 4,O1,N1,P1,T3,EMF27-Base-EERE,Policy
TIAM-WORLD 2012.2,EMF27-550-FullTech,Forcing Kyoto Gases (MAGICC6),4.0034536028129,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T0,EMF27-Base-FullTech,Policy
TIAM-WORLD 2012.2,EMF27-550-LimBio,Forcing Kyoto Gases (MAGICC6),4.0012185869799,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-LimBio,Policy
TIAM-WORLD 2012.2,EMF27-550-LimSW,Forcing Kyoto Gases (MAGICC6),4.0031695812102,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-LimSW,Policy
TIAM-WORLD 2012.2,EMF27-550-LimTech,Forcing Kyoto Gases (MAGICC6),3.993401593012,Category 3,Category 3,Category 2,O1,N1,P1,T3,EMF27-Base-LimTech,Policy
TIAM-WORLD 2012.2,EMF27-550-LowEI,Forcing Kyoto Gases (MAGICC6),4.0045245671532,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T0,EMF27-Base-LowEI,Policy
TIAM-WORLD 2012.2,EMF27-550-NoCCS,Forcing Kyoto Gases (MAGICC6),4.0008251876895,Category 3,Category 3,Category 3 - 4,O1,N1,P1,T3,EMF27-Base-FullTech,Policy
TIAM-WORLD 2012.2,EMF27-550-NucOff,Forcing Kyoto Gases (MAGICC6),4.0041731266703,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-NucOff,Policy
TIAM-World_2007_version,EMF22 2.6 NTE,Forcing Kyoto Gases (MAGICC6),3.1587608299802,Category 2,Category 1,Category 1,O1,N1,P1,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 2.6 OS,Forcing Kyoto Gases (MAGICC6),3.1037779743519,Category 2,Category 1,Category 1,O1,N1,P1,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 2.6 OS w Delay,Forcing Kyoto Gases (MAGICC6),3.2147955261335,Category 2,Category 1,N/A,O1,N1,P5,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 3.7 NTE,Forcing Kyoto Gases (MAGICC6),4.4749832309079,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 3.7 NTE w Delay,Forcing Kyoto Gases (MAGICC6),4.4714905937549,Category 4,Category 4,N/A,O1,N1,P5,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 3.7 OS,Forcing Kyoto Gases (MAGICC6),4.4196740838104,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 3.7 OS w Delay,Forcing Kyoto Gases (MAGICC6),4.4082562653607,Category 4,Category 4,N/A,O1,N1,P5,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 4.5 NTE,Forcing Kyoto Gases (MAGICC6),5.4136021441671,Category 6,Category 6,Category 6,O1,N1,P1,T0,EMF22 Reference,Policy
TIAM-World_2007_version,EMF22 4.5 NTE w Delay,Forcing Kyoto Gases (MAGICC6),5.4102642440328,Category 6,Category 6,N/A,O1,N1,P5,T0,EMF22 Reference,Policy
TIAM-World_Mar2012,AME 2.6 W/m2 OS,Forcing Kyoto Gases (MAGICC6),3.2519842416061,Category 2,Category 2,Category 2 - 4,O2,N1,P1,T0,AME Reference,Policy
TIAM-World_Mar2012,AME 3.7 W/m2 NTE,Forcing Kyoto Gases (MAGICC6),4.4911105893966,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,AME Reference,Policy
TIAM-World_Mar2012,AME CO2 price $10 (5% p.a.),Forcing Kyoto Gases (MAGICC6),4.9693000855337,Category 5,Category 5,Category 4 - 6,O1,N1,P1,T0,AME Reference,Policy
TIAM-World_Mar2012,AME CO2 price $30 (5% p.a.),Forcing Kyoto Gases (MAGICC6),3.67511724571,Category 3,Category 3,Category 2 - 4,O1,N1,P1,T0,AME Reference,Policy
TIAM-World_Mar2012,AME CO2 price $50 (5% p.a.),Forcing Kyoto Gases (MAGICC6),3.0878863316958,Category 1,Category 2,Category 1 - 2,O2,N1,P1,T0,AME Reference,Policy
TIMES-VTT-2011,AME 2.6 W/m2 OS,Forcing Kyoto Gases (MAGICC6),3.1145339829316,Category 2,Category 2,Category 1 - 2,O2,N1,P1,T0,AME Reference,Policy
TIMES-VTT-2011,AME 3.7 W/m2 NTE,Forcing Kyoto Gases (MAGICC6),4.3219355032372,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,AME Reference,Policy
TIMES-VTT-2011,AME CO2 price $10 (5% p.a.),Forcing Kyoto Gases (MAGICC6),4.1222044298058,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,AME Reference,Policy
TIMES-VTT-2011,AME CO2 price $30 (5% p.a.),Forcing Kyoto Gases (MAGICC6),3.3430148561839,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,AME Reference,Policy
TIMES-VTT-2011,AME CO2 price $50 (5% p.a.),Forcing Kyoto Gases (MAGICC6),3.057993162187,Category 1,Category 1,Category 1,O1,N1,P1,T0,AME Reference,Policy
WITCH_AME,AME 3.7 W/m2 NTE,Forcing Kyoto Gases (MAGICC6),4.2537529556711,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,AME Reference,Policy
WITCH_AME,AME CO2 price $10 (5% p.a.),Forcing Kyoto Gases (MAGICC6),4.9129472184134,Category 5,Category 6,Category 4 - 6,O1,N1,P1,T0,AME Reference,Policy
WITCH_AME,AME CO2 price $30 (5% p.a.),Forcing Kyoto Gases (MAGICC6),3.8537367616333,Category 3,Category 4,Category 2 - 4,O1,N1,P1,T0,AME Reference,Policy
WITCH_AME,AME CO2 price $50 (5% p.a.),Forcing Kyoto Gases (MAGICC6),3.5359665007003,Category 2,Category 3,Category 1 - 2,O1,N1,P1,T0,AME Reference,Policy
WITCH_AMPERE,AMPERE2-450-FullTech-HST,Forcing Kyoto Gases (MAGICC6),3.0520120361032,Category 1,Category 2,N/A,O2,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
WITCH_AMPERE,AMPERE2-450-FullTech-LST,Forcing Kyoto Gases (MAGICC6),3.0654834585103,Category 1,Category 2,N/A,O1,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
WITCH_AMPERE,AMPERE2-450-FullTech-OPT,Forcing Kyoto Gases (MAGICC6),3.0779852148237,Category 1,Category 2,Category 1 - 2,O1,N1,P1,T0,AMPERE2-Base-FullTech-OPT,Policy
WITCH_AMPERE,AMPERE2-450-LowEI-HST,Forcing Kyoto Gases (MAGICC6),3.0203025394591,Category 1,Category 2,N/A,O2,N1,P3,T0,AMPERE2-Base-LowEI-OPT,Policy
WITCH_AMPERE,AMPERE2-450-LowEI-LST,Forcing Kyoto Gases (MAGICC6),3.0347412609175,Category 1,Category 2,N/A,O2,N1,P3,T0,AMPERE2-Base-LowEI-OPT,Policy
WITCH_AMPERE,AMPERE2-450-LowEI-OPT,Forcing Kyoto Gases (MAGICC6),3.1037606556503,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,AMPERE2-Base-LowEI-OPT,Policy
WITCH_AMPERE,AMPERE2-450-NucOff-HST,Forcing Kyoto Gases (MAGICC6),3.0570374454843,Category 1,Category 2,N/A,O2,N1,P3,T2,AMPERE2-Base-NucOff-OPT,Policy
WITCH_AMPERE,AMPERE2-450-NucOff-LST,Forcing Kyoto Gases (MAGICC6),3.062739315453,Category 1,Category 2,N/A,O1,N1,P3,T2,AMPERE2-Base-NucOff-OPT,Policy
WITCH_AMPERE,AMPERE2-450-NucOff-OPT,Forcing Kyoto Gases (MAGICC6),3.099510170832,Category 1,Category 2,Category 1 - 2,O1,N1,P1,T2,AMPERE2-Base-NucOff-OPT,Policy
WITCH_AMPERE,AMPERE2-550-FullTech-HST,Forcing Kyoto Gases (MAGICC6),3.8181267146164,Category 3,Category 4,N/A,O1,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
WITCH_AMPERE,AMPERE2-550-FullTech-LST,Forcing Kyoto Gases (MAGICC6),3.836557573271,Category 3,Category 4,N/A,O1,N1,P3,T0,AMPERE2-Base-FullTech-OPT,Policy
WITCH_AMPERE,AMPERE2-550-FullTech-OPT,Forcing Kyoto Gases (MAGICC6),3.825952570847,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,AMPERE2-Base-FullTech-OPT,Policy
WITCH_AMPERE,AMPERE2-550-LowEI-OPT,Forcing Kyoto Gases (MAGICC6),3.8506184131437,Category 3,Category 4,Category 2 - 4,O1,N1,P1,T0,AMPERE2-Base-LowEI-OPT,Policy
WITCH_AMPERE,AMPERE2-550-NoCCS-OPT,Forcing Kyoto Gases (MAGICC6),3.8509247309336,Category 3,Category 4,Category 3 - 4,O1,N1,P1,T3,AMPERE2-Base-FullTech-OPT,Policy
WITCH_AMPERE,AMPERE2-550-NucOff-OPT,Forcing Kyoto Gases (MAGICC6),3.8468700929181,Category 3,Category 4,Category 2 - 4,O1,N1,P1,T2,AMPERE2-Base-NucOff-OPT,Policy
WITCH_AMPERE,AMPERE3-450,Forcing Kyoto Gases (MAGICC6),3.083815311785,Category 1,Category 2,Category 1 - 2,O1,N1,P1,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-450P-CE,Forcing Kyoto Gases (MAGICC6),3.2968676613574,Category 2,Category 2,N/A,O1,N1,P4,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-450P-EU,Forcing Kyoto Gases (MAGICC6),3.3910076329784,Category 2,Category 3,N/A,O1,N1,P4,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-550,Forcing Kyoto Gases (MAGICC6),3.8274587586128,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-550P-EU,Forcing Kyoto Gases (MAGICC6),3.9094885973066,Category 3,Category 4,N/A,O1,N1,P4,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-Base-EU,Forcing Kyoto Gases (MAGICC6),7.6202759138398,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-Base-EUback,Forcing Kyoto Gases (MAGICC6),7.8430816920768,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-CF450,Forcing Kyoto Gases (MAGICC6),3.0767492692608,Category 1,Category 2,Category 1 - 2,O1,N1,P1,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-CF450P-EU,Forcing Kyoto Gases (MAGICC6),3.4621942020683,Category 2,Category 3,N/A,O1,N1,P4,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-CF550,Forcing Kyoto Gases (MAGICC6),3.8248168513802,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-RefP-CE,Forcing Kyoto Gases (MAGICC6),5.3690043145677,Category 6,Category 6,Category 4 - 6,O1,N1,P6,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-RefP-CEback,Forcing Kyoto Gases (MAGICC6),5.6695470744095,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-RefP-EU,Forcing Kyoto Gases (MAGICC6),5.7194242723704,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-RefP-EUback,Forcing Kyoto Gases (MAGICC6),5.7803194041389,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
WITCH_AMPERE,AMPERE3-RefPol,Forcing Kyoto Gases (MAGICC6),5.7961991530541,Category 6,Category 6,Category 6,O1,N1,P6,T0,AMPERE3-Base,Policy
WITCH_EMF22,EMF22 3.7 NTE,Forcing Kyoto Gases (MAGICC6),4.0510316198677,Category 3,Category 4,Category 3 - 4,O1,N1,P1,T1,EMF22 Reference,Policy
WITCH_EMF22,EMF22 3.7 NTE w Delay,Forcing Kyoto Gases (MAGICC6),4.0790216389046,Category 3,Category 4,N/A,O1,N1,P5,T1,EMF22 Reference,Policy
WITCH_EMF22,EMF22 3.7 OS,Forcing Kyoto Gases (MAGICC6),4.1060991917738,Category 4,Category 4,Category 4 - 5,O1,N1,P1,T1,EMF22 Reference,Policy
WITCH_EMF22,EMF22 3.7 OS w Delay,Forcing Kyoto Gases (MAGICC6),4.1529549376593,Category 4,Category 4,N/A,O1,N1,P5,T1,EMF22 Reference,Policy
WITCH_EMF22,EMF22 4.5 NTE,Forcing Kyoto Gases (MAGICC6),5.0143832430875,Category 5,Category 6,Category 6,O1,N1,P1,T1,EMF22 Reference,Policy
WITCH_EMF22,EMF22 4.5 NTE w Delay,Forcing Kyoto Gases (MAGICC6),4.9507346650231,Category 5,Category 6,N/A,O1,N1,P5,T1,EMF22 Reference,Policy
WITCH_EMF27,EMF27-450-Conv,Forcing Kyoto Gases (MAGICC6),3.3085840766522,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,EMF27-Base-Conv,Policy
WITCH_EMF27,EMF27-450-EERE,Forcing Kyoto Gases (MAGICC6),3.301851829906,Category 2,Category 2,Category 2,O1,N1,P1,T3,EMF27-Base-EERE,Policy
WITCH_EMF27,EMF27-450-FullTech,Forcing Kyoto Gases (MAGICC6),3.2807075495937,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T0,EMF27-Base-FullTech,Policy
WITCH_EMF27,EMF27-450-LimBio,Forcing Kyoto Gases (MAGICC6),3.3093830800582,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T2,EMF27-Base-LimBio,Policy
WITCH_EMF27,EMF27-450-LimSW,Forcing Kyoto Gases (MAGICC6),3.2811758766035,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-LimSW,Policy
WITCH_EMF27,EMF27-450-LowEI,Forcing Kyoto Gases (MAGICC6),3.2634955434884,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T0,EMF27-Base-LowEI,Policy
WITCH_EMF27,EMF27-450-NucOff,Forcing Kyoto Gases (MAGICC6),3.277362504226,Category 2,Category 2,Category 2 - 4,O1,N1,P1,T2,EMF27-Base-NucOff,Policy
WITCH_EMF27,EMF27-550-Conv,Forcing Kyoto Gases (MAGICC6),4.1255545058354,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T2,EMF27-Base-Conv,Policy
WITCH_EMF27,EMF27-550-EERE,Forcing Kyoto Gases (MAGICC6),4.1161089333476,Category 4,Category 4,Category 4 - 5,O1,N1,P1,T3,EMF27-Base-EERE,Policy
WITCH_EMF27,EMF27-550-FullTech,Forcing Kyoto Gases (MAGICC6),4.1255156969722,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,EMF27-Base-FullTech,Policy
WITCH_EMF27,EMF27-550-LimBio,Forcing Kyoto Gases (MAGICC6),4.1240407632111,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T2,EMF27-Base-LimBio,Policy
